Data do commit;Arquivo;Seletores de Tipo;Seletores de Classe;Seletores de ID
03/09/2012 03:39:36;src/main/webapp/static/css/questionDetail.css;1;0;6
03/09/2012 03:39:36;src/main/webapp/static/css/style.css;22;3;13
03/09/2012 01:49:27;src/main/webapp/static/css/style.css;22;3;13
31/08/2012 09:29:50;src/main/webapp/static/css/style.css;22;3;13
31/08/2012 08:56:25;src/main/webapp/static/css/style.css;22;3;12
31/08/2012 00:23:27;src/main/webapp/static/css/questionDetail.css;0;0;5
30/08/2012 15:49:14;src/main/webapp/static/css/questionDetail.css;0;0;5
30/08/2012 10:01:32;src/main/webapp/static/css/style.css;22;3;11
29/08/2012 08:54:21;src/main/webapp/static/css/style.css;22;3;11
29/08/2012 08:54:17;src/main/webapp/static/css/style.css;22;3;11
29/08/2012 08:54:16;src/main/webapp/static/css/style.css;25;3;12
29/08/2012 06:12:47;src/main/webapp/static/css/questionDetail.css;0;0;9
29/08/2012 02:27:20;src/main/webapp/static/css/style.css;25;4;10
29/08/2012 02:27:18;src/main/webapp/static/css/main.css;0;1;0
29/08/2012 02:27:18;src/main/webapp/static/css/style.css;25;4;11
28/08/2012 09:31:34;src/main/webapp/static/css/style.css;14;0;0
28/08/2012 02:40:43;src/main/webapp/static/css/style.css;14;0;0
24/08/2012 06:08:10;src/main/webapp/static/css/main.css;0;1;0
22/08/2012 02:15:22;src/main/webapp/static/jsquery/jquery.jqplot.css;0;76;0
22/08/2012 00:52:05;src/main/webapp/static/css/skin.css;344;953;0
21/08/2012 00:30:22;src/unit-tests/stylesheet/jasmine.css;19;73;6
20/08/2012 16:13:10;src/unit-tests/stylesheet/jasmine.css;19;73;6
20/08/2012 08:53:25;src/main/webapp/static/CLEditor1_3_0/jquery.cleditor.css;14;10;0
20/08/2012 08:52:58;src/main/webapp/static/CLEditor1_3_0/jquery.cleditor.css;14;10;0
20/08/2012 08:33:05;src/main/webapp/static/CLEditor1_3_0/jquery.cleditor.css;14;10;0
17/08/2012 04:10:31;src/main/webapp/static/css/main.css;0;0;0
